Numero Ordem,Cod Operador,Produto,Ocorrência,Inicio,Fim,Qtd Produzida,Qtd Rejeitada
4077,6,Hand Games for 12-16 boys E600 Red,,06.06.2021 11:41:08,06.06.2021 11:56:43,170,0
4077,4,Hand Games for 12-16 boys E600 Red,Preparação de Máquina,07.06.2021 08:20:24,07.06.2021 08:25:43,0,0
4078,9,18'' Oscillating Pedestal Fan M135 Yellow,Controle de Qualidade,09.06.2021 10:43:23,09.06.2021 10:59:17,0,0
4078,4,18'' Oscillating Pedestal Fan M135 Yellow,,12.06.2021 17:55:23,12.06.2021 18:00:42,0,0
4078,2,18'' Oscillating Pedestal Fan M135 Yellow,,11.06.2021 16:46:24,11.06.2021 16:57:05,298,0
3994,6,DVD M330 Black,,03.06.2021 07:21:30,03.06.2021 07:36:52,0,0
3994,5,DVD M330 Black,,31.05.2021 11:56:58,31.05.2021 12:00:34,0,0
3994,10,DVD M330 Black,,03.06.2021 08:52:56,03.06.2021 09:05:40,304,0
4079,2,Wireless Transmitter and Bluetooth Headphones X250 Red,Preparação de Máquina,08.06.2021 10:36:54,08.06.2021 11:07:25,217,0
4051,4,Zoo Tycoon 2: Marine Mania Expansion Pack M270,,05.06.2021 10:18:28,05.06.2021 11:19:09,0,0
4051,3,Zoo Tycoon 2: Marine Mania Expansion Pack M270,,03.06.2021 11:42:00,03.06.2021 11:47:21,0,0
4080,9,Home Theater System 5.1 Channel M1500 Silver,,07.06.2021 13:19:37,07.06.2021 14:40:30,207,0
4053,3,Home Theater System 5.1 Channel M512 Brown,,07.06.2021 08:38:41,07.06.2021 09:19:16,216,0
4081,10,DVD M360 Black,,08.06.2021 16:06:48,08.06.2021 16:37:04,354,0
4082,5,Macro Zoom Lens X300 Black,,06.06.2021 11:15:56,06.06.2021 11:31:35,28,4
4083,5,Hand Games for Office worker L299 Silver,,08.06.2021 16:44:06,08.06.2021 16:59:48,157,0
4084,9,Zoo Tycoon Dinosaur Digs X200,,06.06.2021 08:37:14,06.06.2021 09:37:33,273,0
4040,5,Flight Simulator 2009 E179,,01.06.2021 15:00:43,01.06.2021 15:46:28,240,0
4041,1,Home Theater System 4.1 Channel M412 Brown,,31.05.2021 11:36:14,31.05.2021 14:06:25,0,0
4041,4,Home Theater System 4.1 Channel M412 Brown,Preparação de Máquina,02.06.2021 17:02:06,02.06.2021 19:32:28,133,17
4019,3,Rise of Nations E112,,31.05.2021 07:15:10,31.05.2021 07:50:37,0,0
4019,9,Rise of Nations E112,,06.06.2021 14:47:54,06.06.2021 15:23:10,0,0
4019,1,Rise of Nations E112,,04.06.2021 16:26:06,04.06.2021 19:31:54,177,0
4085,3,USB Cable M250 White,Preparação de Máquina,08.06.2021 15:19:17,08.06.2021 16:50:06,277,0
4086,6,Hand Games men M300 Yellow,,06.06.2021 11:30:28,06.06.2021 11:35:45,0,0
4086,2,Hand Games men M300 Yellow,,09.06.2021 17:35:05,09.06.2021 17:37:27,0,0
4086,,HAND GAMES MEN M300 YELLOW,Outros,06.06.2021 13:08:24,06.06.2021 13:31:41,78,0
4087,5,MechWarrior 4: Knight E121,,08.06.2021 17:18:14,08.06.2021 19:23:52,0,0
4087,6,MechWarrior 4: Knight E121,,08.06.2021 09:39:01,08.06.2021 09:49:50,0,0
4087,8,MechWarrior 4: Knight E121,,06.06.2021 12:35:08,06.06.2021 12:40:55,0,0
3996,4,Home Theater System 4.1 Channel M1420 Black,,31.05.2021 07:38:47,31.05.2021 07:54:51,336,0
4051,7,Zoo Tycoon 2: Marine Mania Expansion Pack M270,,08.06.2021 07:52:27,08.06.2021 08:12:56,319,
4052,7,Age of Empires III: The Asian Dynasties 2008 E126,,05.06.2021 13:38:55,05.06.2021 14:59:12,185,0
4052,3,Age of Empires III: The Asian Dynasties 2008 E126,Preparação de Máquina,03.06.2021 08:20:58,03.06.2021 09:21:24,185,0
4088,8,Age of Empires III: The Asian Dynasties E106,,08.06.2021 14:31:37,08.06.2021 14:37:29,0,0
4088,2,Age of Empires III: The Asian Dynasties E106,,07.06.2021 17:58:59,07.06.2021 18:01:44,0,0
4088,9,age of empires iii: the asian dynasties e106,,09.06.2021 17:37:14,09.06.2021 18:50:35,109,0
4045,4,Wireless Bluetooth Stereo Headphones M170 Silver,,31.05.2021 09:51:07,31.05.2021 14:51:40,357,0
4045,4,Wireless Bluetooth Stereo Headphones M170 Silver,,31.05.2021 11:43:09,31.05.2021 14:43:53,357,0
4029,1,Zoo Tycoon Dinosaur Digs X200,,04.06.2021 14:33:56,04.06.2021 19:34:15,288,0
4029,3,Zoo Tycoon Dinosaur Digs X200,,03.06.2021 13:38:21,03.06.2021 16:38:48,288,0
4001,3,Age of Mythology: The Titans Expansion 2009 E148,,04.06.2021 10:25:49,04.06.2021 12:26:08,116,0
4030,1,Age of Empires III: The War Chiefs 2007 E132,,05.06.2021 12:37:00,05.06.2021 17:37:30,57,0
4030,5,Age of Empires III: The War Chiefs 2007 E132,,04.06.2021 11:27:27,04.06.2021 14:28:00,57,0
4089,6,1GB Pulse Smart pen E50 White,,08.06.2021 11:23:16,08.06.2021 11:55:54,301,0
4028,7,Telephoto Conversion Lens X400 Silver,,02.06.2021 12:44:29,02.06.2021 19:44:58,97,0
4020,10,Home Theater System 4.1 Channel M1410 Black,,05.06.2021 10:13:00,05.06.2021 10:28:22,121,0
4046,2,Zoo Tycoon Marine Mania 2009 E160,,04.06.2021 11:12:46,04.06.2021 11:29:36,60,0
4080,7,Home Theater System 5.1 Channel M1500 Silver,,08.06.2021 16:30:34,08.06.2021 18:03:49,207,0
4047,7,Home Theater System 5.1 Channel M514 Brown,,05.06.2021 15:24:20,05.06.2021 19:24:30,58,0
4085,10,USB Cable M250 White,,07.06.2021 16:41:57,07.06.2021 18:42:45,277,35
4085,8,USB Cable M250 White,,08.06.2021 13:32:52,08.06.2021 13:38:14,277,0
4085,4,USB Cable M250 White,,08.06.2021 10:59:05,08.06.2021 13:59:56,277,0
4023,5,8GB MP3 Player new model M820 White,Falta de acessório,31.05.2021 15:16:59,31.05.2021 16:37:51,304,0
4023,5,8GB MP3 Player new model M820 White,,31.05.2021 08:55:14,31.05.2021 11:35:40,0,0
4023,5,8GB MP3 Player new model M820 White,,02.06.2021 09:42:28,02.06.2021 10:42:56,304,0
4023,3,8GB MP3 PLAYER NEW MODEL M820 WHITE,,02.06.2021 13:33:01,02.06.2021 13:53:22,304,0
4087,1,MechWarrior 4: Knight E121,,07.06.2021 10:04:56,07.06.2021 11:00:48,0,0
4087,5,MechWarrior 4: Knight E121,,11.06.2021 08:18:31,11.06.2021 08:28:53,0,0
4087,7,MechWarrior 4: Knight E121,,07.06.2021 12:22:19,07.06.2021 12:28:05,0,0
4087,3,MechWarrior 4: Knight E121,,09.06.2021 09:50:24,09.06.2021 10:40:42,316,0
4087,7,MechWarrior 4: Knight E121,,07.06.2021 13:22:48,07.06.2021 13:43:13,316,0
4045,1,Wireless Bluetooth Stereo Headphones M170 Silver,,31.05.2021 10:32:00,31.05.2021 15:32:16,357,0
4045,8,Wireless Bluetooth Stereo Headphones M170 Silver,,02.06.2021 16:44:24,02.06.2021 20:44:55,357,0
4090,2,Home Theater System 7.1 Channel M710 Silver,,11.06.2021 13:37:20,11.06.2021 15:28:07,0,0
4090,10,Home Theater System 7.1 Channel M710 Silver,,06.06.2021 14:32:38,06.06.2021 17:43:27,250,0
4090,8,Home Theater System 7.1 Channel M710 Silver,Controle de Qualidade,08.06.2021 08:31:20,08.06.2021 11:12:02,,0
4091,7,Home Theater System 2.1 Channel E211 Brown,Preparação de Máquina,10.06.2021 14:31:12,10.06.2021 15:36:58,0,0
4091,10,Home Theater System 2.1 Channel E211 Brown,,11.06.2021 16:14:44,11.06.2021 17:00:25,0,0
4091,7,Home Theater System 2.1 Channel E211 Brown,Preparação de Máquina,08.06.2021 15:50:06,08.06.2021 19:00:57,199,25
4092,1,Water Heater 1.5GPM E0800 Blue,,07.06.2021 11:42:08,07.06.2021 12:57:52,0,0
4092,1,Water Heater 1.5GPM E0800 Blue,,07.06.2021 17:28:19,07.06.2021 17:49:03,0,0
4091,1,Home Theater System 2.1 Channel E211 Brown,,07.06.2021 12:16:59,07.06.2021 15:07:32,199,0
4092,3,Water Heater 1.5GPM E0800 Blue,Preparação de Máquina,07.06.2021 08:02:23,07.06.2021 10:23:09,364,0
4093,4,Hand Games for 12-16 boys E60 Black,,08.06.2021 11:37:49,08.06.2021 11:43:16,0,0
4093,8,Hand Games for 12-16 boys E60 Black,,08.06.2021 16:53:28,08.06.2021 16:58:53,0,0
4093,3,hand games for 12-16 boys e60 black,,07.06.2021 09:43:03,07.06.2021 11:18:55,348,0
4093,8,Hand Games for 12-16 boys E60 Black,Preparação de Máquina,07.06.2021 08:49:29,07.06.2021 09:40:00,348,0
4094,3,"Age of Empires, 2009 E182",,10.06.2021 15:45:30,10.06.2021 15:50:51,0,0
4094,8,"Age of Empires, 2009 E182",,08.06.2021 10:53:45,08.06.2021 10:56:33,0,0
4094,6,"Age of Empires, 2009 E182",,09.06.2021 11:02:06,09.06.2021 11:25:35,260,0
4095,6,2GB Spy Video Recorder Pen M300 White,,06.06.2021 17:34:22,06.06.2021 17:44:59,0,0
4095,10,2GB Spy Video Recorder Pen M300 White,,09.06.2021 14:52:13,09.06.2021 17:43:00,201,0
4096,5,MechCollection2009 E156,,08.06.2021 16:52:19,08.06.2021 17:42:35,0,0
4096,4,MechCollection2009 E156,,07.06.2021 08:42:17,07.06.2021 08:52:56,0,0
4096,9,MechCollection2009 E156,,12.06.2021 09:03:10,12.06.2021 11:03:45,157,0
4097,8,8GB MP3 PLAYER NEW MODEL M820 WHITE,,06.06.2021 14:11:19,06.06.2021 14:42:05,0,0
4098,2,Home Theater System 4.1 Channel M410 Black,,09.06.2021 15:31:06,09.06.2021 15:54:30,193,0
4099,6,MechWarrior 4: Knight E121,Controle de Qualidade,07.06.2021 17:32:29,07.06.2021 18:22:43,0,0
4099,7,MechWarrior 4: Knight E121,,08.06.2021 16:55:29,08.06.2021 17:06:20,0,0
4099,4,MechWarrior 4: Knight E121,Preparação de Máquina,08.06.2021 17:14:38,08.06.2021 21:14:57,272,0
4100,8,Flight Simulator 2004: A Century of Flight E111,,07.06.2021 15:20:52,07.06.2021 16:01:16,0,0
4099,3,MechWarrior 4: Knight E121,,07.06.2021 10:24:31,07.06.2021 10:54:56,272,0
4100,7,Flight Simulator 2004: A Century of Flight E111,,10.06.2021 13:50:35,10.06.2021 13:55:58,0,0
4100,6,Flight Simulator 2004: A Century of Flight E111,,07.06.2021 13:51:53,07.06.2021 17:22:26,145,0
4100,2,Flight Simulator 2004: A Century of Flight E111,,12.06.2021 11:48:37,12.06.2021 12:49:26,145,0
4101,,Empires Collector's 2008 M440,,07.06.2021 14:54:05,07.06.2021 15:04:45,0,0
4101,7,Empires Collector's 2008 M440,Falha Operador,06.06.2021 15:56:35,06.06.2021 16:32:07,0,0
4101,8,Empires Collector's 2008 M440,,06.06.2021 08:00:57,06.06.2021 08:16:50,0,0
4101,5,Empires Collector's 2008 M440,,08.06.2021 15:59:11,08.06.2021 16:24:35,282,0
4102,4,Rise of Nations: Gold Edition 2009 E143,Controle de Qualidade,07.06.2021 11:25:35,07.06.2021 11:41:29,0,0
4102,9,Rise of Nations: Gold Edition 2009 E143,,06.06.2021 11:11:45,06.06.2021 11:17:38,0,0
4102,4,Rise of Nations: Gold Edition 2009 E143,,12.06.2021 17:41:51,12.06.2021 17:57:43,129,0
4103,7,Laptop8.9 E0089 Black,,09.06.2021 12:02:00,09.06.2021 12:32:13,0,0
4103,5,Laptop8.9 E0089 Black,,06.06.2021 15:17:51,06.06.2021 15:23:32,0,0
4104,10,Bicycle Card Games2009 E166,,06.06.2021 09:14:32,06.06.2021 09:19:44,100,13
4103,9,Laptop8.9 E0089 Black,,12.06.2021 11:12:54,12.06.2021 12:33:35,184,0
4103,4,Laptop8.9 E0089 Black,,09.06.2021 07:23:05,09.06.2021 07:43:43,0,0
4103,6,Laptop8.9 E0089 Black,,12.06.2021 11:39:15,12.06.2021 11:49:35,184,0
4105,9,Home Theater System 5.1 Channel M1520 Black,,11.06.2021 16:45:07,11.06.2021 17:01:02,0,0
4105,1,Home Theater System 5.1 Channel M1520 Black,,10.06.2021 14:27:18,10.06.2021 14:29:44,0,0
4105,9,Home Theater System 5.1 Channel M1520 Black,Preparação de Máquina,06.06.2021 17:23:51,06.06.2021 19:07:44,395,0
4106,3,Car Video LCD9.2W X9281 Black,,10.06.2021 08:12:28,10.06.2021 08:22:39,0,0
4106,3,Car Video LCD9.2W X9281 Black,,06.06.2021 07:48:08,06.06.2021 07:54:02,0,0
4106,10,Car Video LCD9.2W X9281 Black,,11.06.2021 07:15:35,11.06.2021 07:51:29,271,34
4107,3,Zoo Tycoon Dinosaur Digs X200,,13.06.2021 15:11:13,13.06.2021 15:29:48,112,0
4108,8,hand games men m30 black,,10.06.2021 17:57:07,10.06.2021 18:22:49,0,0
4108,6,Hand Games men M30 Black,,12.06.2021 11:14:21,12.06.2021 11:20:05,0,0
4108,8,Hand Games men M30 Black,Falta de acessório,09.06.2021 17:15:38,09.06.2021 18:11:15,163,0
4108,4,Hand Games men M30 Black,,08.06.2021 15:40:19,08.06.2021 15:56:02,0,0
4108,9,Hand Games men M30 Black,,10.06.2021 10:13:52,10.06.2021 10:19:13,163,0
4109,6,Home Theater System 5.1 Channel M1510 Brown,,11.06.2021 08:36:23,11.06.2021 08:46:40,0,0
4109,1,Home Theater System 5.1 Channel M1510 Brown,,12.06.2021 14:46:10,12.06.2021 14:49:02,0,0
4109,2,Home Theater System 5.1 Channel M1510 Brown,Preparação de Máquina,13.06.2021 12:52:42,13.06.2021 13:33:00,249,0
4110,7,Age of Empires II: The Conquerors Expansion E125,,09.06.2021 15:20:44,09.06.2021 16:11:14,0,0
4110,3,Age of Empires II: The Conquerors Expansion E125,Preparação de Máquina,10.06.2021 15:11:57,10.06.2021 15:17:21,0,0
4111,2,MechWarrior 4: Mercenaries E117,,09.06.2021 15:26:21,09.06.2021 15:37:04,0,
4110,1,Age of Empires II: The Conquerors Expansion E125,,07.06.2021 08:06:00,07.06.2021 08:16:53,97,0
4111,10,MechWarrior 4: Mercenaries E117,,07.06.2021 11:06:08,07.06.2021 11:08:40,0,0
4111,3,MechWarrior 4: Mercenaries E117,,09.06.2021 10:30:25,09.06.2021 10:39:20,26,0
3973,10,Wireless Transmitter and Bluetooth Headphones M150 Silver,,30.05.2021 13:08:24,30.05.2021 13:33:57,203,0
4112,9,Flight Simulator 2000 M410,,09.06.2021 17:27:53,09.06.2021 18:03:41,0,0
4112,9,Flight Simulator 2000 M410,,09.06.2021 15:18:17,09.06.2021 15:24:07,0,0
4112,4,Flight Simulator 2000 M410,,10.06.2021 15:33:41,10.06.2021 15:59:36,304,0
4040,7,Flight Simulator 2009 E179,,03.06.2021 15:25:46,03.06.2021 17:26:26,240,0
4041,8,Home Theater System 4.1 Channel M412 Brown,,03.06.2021 07:49:09,03.06.2021 08:30:00,0,0
4041,8,Home Theater System 4.1 Channel M412 Brown,,31.05.2021 13:50:44,31.05.2021 13:56:11,0,0
4041,8,Home Theater System 4.1 Channel M412 Brown,,01.06.2021 09:09:12,01.06.2021 10:20:06,133,0
4041,8,Home Theater System 4.1 Channel M412 Brown,,31.05.2021 08:40:42,31.05.2021 09:20:57,0,0
4041,6,Home Theater System 4.1 Channel M412 Brown,Preparação de Máquina,04.06.2021 16:18:02,04.06.2021 17:18:56,133,0
4113,1,Age of Empires Expansion: The Rise of Rome 2009 E181,,09.06.2021 09:12:40,09.06.2021 09:28:31,0,0
4113,6,Age of Empires Expansion: The Rise of Rome 2009 E181,,13.06.2021 17:20:32,13.06.2021 17:26:03,0,0
4029,6,Zoo Tycoon Dinosaur Digs X200,Falha Equipamento,01.06.2021 07:21:04,01.06.2021 12:21:58,288,0
4028,7,Telephoto Conversion Lens X400 Silver,Falha Operador,01.06.2021 14:44:18,01.06.2021 19:44:31,97,0
4114,2,Racing Madness 2 M370,,09.06.2021 07:05:13,09.06.2021 08:40:59,3,0
4114,3,Racing Madness 2 M370,Controle de Qualidade,08.06.2021 14:14:03,08.06.2021 14:44:26,0,0
4114,6,RACING MADNESS 2 M370,Preparação de Máquina,09.06.2021 11:07:00,09.06.2021 11:12:12,0,0
4098,9,Home Theater System 4.1 Channel M410 Black,,07.06.2021 12:51:41,07.06.2021 12:57:04,0,0
4098,9,Home Theater System 4.1 Channel M410 Black,Preparação de Máquina,10.06.2021 08:40:07,10.06.2021 08:42:49,0,0
4115,4,Car Video TFT6.2W E6282 Silver,,13.06.2021 07:39:21,13.06.2021 07:44:44,0,0
4115,4,Car Video TFT6.2W E6282 Silver,,12.06.2021 07:33:18,12.06.2021 07:36:13,0,0
4115,3,Car Video TFT6.2W E6282 Silver,,11.06.2021 13:31:17,11.06.2021 14:34:51,189,24
4116,4,4GB Portable MP3 Player M450 Yellow,,11.06.2021 13:11:16,11.06.2021 13:33:57,0,0
4116,7,4GB Portable MP3 Player M450 Yellow,,08.06.2021 13:36:37,08.06.2021 13:41:56,0,0
4116,10,4GB Portable MP3 Player M450 Yellow,Preparação de Máquina,08.06.2021 08:45:01,08.06.2021 08:48:17,207,0
4107,3,Zoo Tycoon Dinosaur Digs X200,,11.06.2021 17:28:01,11.06.2021 17:33:39,0,0
4107,5,zoo tycoon dinosaur digs x200,Preparação de Máquina,11.06.2021 12:22:19,11.06.2021 12:24:41,0,0
4117,7,8xDVD E130 Black,,09.06.2021 14:18:48,09.06.2021 14:24:33,0,0
4117,9,8xDVD E130 Black,,08.06.2021 10:57:12,08.06.2021 10:59:32,0,0
4117,3,8xDVD E130 Black,,09.06.2021 12:29:57,09.06.2021 12:53:44,312,0
4104,6,Bicycle Card Games2009 E166,,06.06.2021 11:51:30,06.06.2021 11:56:48,0,0
4104,7,Bicycle Card Games2009 E166,,06.06.2021 13:10:59,06.06.2021 13:13:44,0,0
4104,9,Bicycle Card Games2009 E166,,10.06.2021 08:32:47,10.06.2021 08:51:28,100,0
4118,8,Dungeon Siege 2009 E163,,11.06.2021 16:01:46,11.06.2021 16:07:11,0,0
4118,6,Dungeon Siege 2009 E163,,09.06.2021 12:59:36,09.06.2021 13:01:48,0,0
4118,8,Dungeon Siege 2009 E163,Preparação de Máquina,09.06.2021 10:22:56,09.06.2021 10:41:51,2,0
4119,,Lens Adapter M450 Black,,10.06.2021 13:47:08,10.06.2021 13:52:30,0,0
4119,3,Lens Adapter M450 Black,,09.06.2021 12:53:16,09.06.2021 12:56:06,0,0
4119,4,Lens Adapter M450 Black,Preparação de Máquina,13.06.2021 16:36:20,13.06.2021 16:45:10,26,0
4120,3,LCD19W M100 White,,09.06.2021 09:14:32,09.06.2021 09:20:06,0,0
4120,7,LCD19W M100 White,,11.06.2021 13:22:13,11.06.2021 13:24:48,0,0
4120,10,LCD19W M100 White,Preparação de Máquina,08.06.2021 13:22:48,08.06.2021 13:36:32,283,0
4121,1,Home Theater System 2.1 Channel M1210 Black,,08.06.2021 08:46:53,08.06.2021 08:52:17,0,0
4121,10,Home Theater System 2.1 Channel M1210 Black,,09.06.2021 15:23:36,09.06.2021 15:25:52,0,0
4121,8,Home Theater System 2.1 Channel M1210 Black,,09.06.2021 08:50:38,09.06.2021 09:14:02,65,0
4122,1,Age of Mythology: The Titans Expansion M350,,07.06.2021 14:35:39,07.06.2021 14:51:25,0,0
4122,2,AGE OF MYTHOLOGY: THE TITANS EXPANSION M350,,12.06.2021 16:58:39,12.06.2021 17:00:54,0,0
4122,10,Age of Mythology: The Titans Expansion M350,,08.06.2021 10:59:48,08.06.2021 11:33:31,362,0
4123,10,Zoo Tycoon Complete Collection E110,,07.06.2021 09:44:47,07.06.2021 09:50:32,0,0
4123,10,Zoo Tycoon Complete Collection E110,,10.06.2021 15:33:41,10.06.2021 17:44:27,220,0
4123,6,Zoo Tycoon Complete Collection E110,,09.06.2021 09:16:24,09.06.2021 10:06:48,220,0
4045,4,Wireless Bluetooth Stereo Headphones M170 Silver,,06.06.2021 10:13:52,06.06.2021 14:14:36,357,0
4124,2,Hand Games men M30 Black,Preparação de Máquina,11.06.2021 13:05:39,11.06.2021 17:06:22,183,0
4125,6,Hand Games women M400 Yellow,Controle de Qualidade,08.06.2021 08:45:18,08.06.2021 10:55:55,0,0
4125,7,Hand Games women M400 Yellow,,11.06.2021 12:33:24,11.06.2021 12:39:17,0,0
4125,10,Hand Games women M400 Yellow,,08.06.2021 11:40:33,08.06.2021 12:26:28,393,0
3979,4,Laptop Keyboard X105 Silver,,31.05.2021 14:57:59,31.05.2021 15:58:42,58,0
4092,2,Water Heater 1.5GPM E0800 Blue,,11.06.2021 12:07:11,11.06.2021 12:17:38,364,0
4097,6,8GB MP3 Player new model M820 White,,11.06.2021 17:40:50,11.06.2021 17:46:33,0,0
4097,10,8GB MP3 Player new model M820 White,,06.06.2021 15:15:24,06.06.2021 15:50:57,16,0
4126,5,Zoo Tycoon 2: Extinct Animals M210,,13.06.2021 17:13:55,13.06.2021 17:34:20,216,27
4127,9,Hand Games women M40 Silver,,08.06.2021 12:01:00,08.06.2021 13:31:49,196,0
4128,7,USB Cable M250 Black,,09.06.2021 16:35:28,09.06.2021 16:51:06,18,0
4129,3,Hand Games for students E400 Red,,10.06.2021 07:32:09,10.06.2021 07:49:58,221,0
4130,4,Home Theater System 4.1 Channel M412 Brown,Controle de Qualidade,11.06.2021 13:24:31,11.06.2021 13:29:41,0,0
4130,3,Home Theater System 4.1 Channel M412 Brown,,09.06.2021 13:39:56,09.06.2021 13:42:15,0,0
4130,1,home theater system 4.1 channel m412 brown,,13.06.2021 14:36:31,13.06.2021 15:30:26,,0
4130,2,Home Theater System 4.1 Channel M412 Brown,,07.06.2021 10:44:32,07.06.2021 13:44:53,235,0
4123,5,Zoo Tycoon Complete Collection E110,,09.06.2021 09:09:47,09.06.2021 10:55:03,220,0
4131,9,LCD20 M200 White,,10.06.2021 12:23:36,10.06.2021 12:36:23,131,0
4132,2,Rise of Nations: Rise of Legends M290,,11.06.2021 12:09:30,11.06.2021 12:24:52,0,0
4132,2,Rise of Nations: Rise of Legends M290,,12.06.2021 13:58:22,12.06.2021 14:00:37,0,0
4132,2,Rise of Nations: Rise of Legends M290,,08.06.2021 08:29:19,08.06.2021 08:52:40,145,0
4133,8,MechCollection E116,,08.06.2021 11:58:59,08.06.2021 12:14:37,399,0
4134,6,Home Theater System 5.1 Channel M515 Black,Preparação de Máquina,08.06.2021 17:36:40,08.06.2021 17:47:21,0,0
4134,7,Home Theater System 5.1 Channel M515 Black,,10.06.2021 17:09:18,10.06.2021 17:14:32,0,0
4134,6,HOME THEATER SYSTEM 5.1 CHANNEL M515 BLACK,,07.06.2021 09:48:48,07.06.2021 13:19:02,60,0
4113,1,Age of Empires Expansion: The Rise of Rome 2009 E181,,07.06.2021 07:24:05,07.06.2021 11:24:59,269,0
4135,4,Home Theater System 5.1 Channel M1500 White,,13.06.2021 14:58:50,13.06.2021 15:04:45,0,0
4135,7,Home Theater System 5.1 Channel M1500 White,Preparação de Máquina,16.06.2021 10:55:46,16.06.2021 10:58:39,0,0
4136,7,Fable: The Lost Chapters E107,Controle de Qualidade,15.06.2021 08:53:05,15.06.2021 08:58:18,0,0
4136,3,Fable: The Lost Chapters E107,,11.06.2021 11:39:41,11.06.2021 11:42:13,0,0
4135,2,Home Theater System 5.1 Channel M1500 White,Preparação de Máquina,11.06.2021 12:40:36,11.06.2021 13:04:21,189,0
4137,10,Empires Collector's 2008 M440,,16.06.2021 14:47:54,16.06.2021 14:53:43,0,0
4137,10,Empires Collector's 2008 M440,,10.06.2021 07:49:43,10.06.2021 07:52:12,0,0
4136,6,Fable: The Lost Chapters E107,,12.06.2021 10:07:49,12.06.2021 10:26:23,242,0
4138,7,2GB Spy Video Recorder Pen M300 White,,15.06.2021 13:41:22,15.06.2021 13:46:59,0,0
4138,8,2GB Spy Video Recorder Pen M300 White,,15.06.2021 16:40:39,15.06.2021 16:43:02,0,0
4137,10,Empires Collector's 2008 M440,Preparação de Máquina,14.06.2021 12:50:41,14.06.2021 13:13:54,258,0
4139,3,Hand Games for students E400 Red,,11.06.2021 10:27:15,11.06.2021 11:07:50,0,0
4139,6,Hand Games for students E400 Red,,15.06.2021 09:47:05,15.06.2021 09:57:53,0,0
4139,4,Hand Games for students E400 Red,Outros,16.06.2021 08:09:10,16.06.2021 08:20:05,297,
4095,9,2GB Spy Video Recorder Pen M300 White,,07.06.2021 08:39:07,07.06.2021 09:24:19,0,0
4095,2,2GB Spy Video Recorder Pen M300 White,,12.06.2021 15:49:49,12.06.2021 19:15:44,201,0
4095,1,2GB Spy Video Recorder Pen M300 White,,12.06.2021 15:40:01,12.06.2021 16:30:42,201,0
4140,9,Home Theater System 5.1 Channel M515 Brown,,11.06.2021 09:36:00,11.06.2021 10:21:45,0,0
4140,7,Home Theater System 5.1 Channel M515 Brown,,11.06.2021 11:28:36,11.06.2021 12:04:14,146,0
4140,9,Home Theater System 5.1 Channel M515 Brown,,12.06.2021 12:44:38,12.06.2021 12:49:51,0,0
4141,5,Home Theater System 5.1 Channel M511 Brown,,10.06.2021 16:52:36,10.06.2021 17:08:26,0,0
4141,8,Home Theater System 5.1 Channel M511 Brown,,10.06.2021 14:54:40,10.06.2021 14:57:27,0,0
4141,4,Home Theater System 5.1 Channel M511 Brown,,16.06.2021 07:53:19,16.06.2021 09:01:33,130,0
4142,4,180 CFM Vertical Discharge Fan X450 White,,12.06.2021 14:30:11,12.06.2021 14:45:57,150,0
4143,10,Flight Simulator 2000 M410,,10.06.2021 15:06:37,10.06.2021 16:57:04,0,0
4143,5,Flight Simulator 2000 M410,Preparação de Máquina,11.06.2021 13:30:43,11.06.2021 14:10:58,0,0
4143,5,Flight Simulator 2000 M410,Controle de Qualidade,10.06.2021 10:19:55,10.06.2021 10:40:11,0,0
4143,8,Flight Simulator 2000 M410,,15.06.2021 09:28:39,15.06.2021 09:34:08,0,0
4144,,home theater system 7.1 channel m710 silver,,12.06.2021 17:23:25,12.06.2021 17:38:54,0,0
4144,10,Home Theater System 7.1 Channel M710 Silver,,15.06.2021 08:17:31,15.06.2021 08:20:17,0,0
4143,4,Flight Simulator 2000 M410,,16.06.2021 09:02:52,16.06.2021 09:58:27,244,0
4144,1,Home Theater System 7.1 Channel M710 Silver,,16.06.2021 08:45:27,16.06.2021 09:28:59,201,0
4045,10,Wireless Bluetooth Stereo Headphones M170 Silver,,01.06.2021 17:37:14,01.06.2021 22:37:29,357,0
4124,9,Hand Games men M30 Black,,10.06.2021 13:58:13,10.06.2021 17:08:39,183,0
4090,8,Home Theater System 7.1 Channel M710 Silver,,09.06.2021 16:04:30,09.06.2021 17:04:42,0,0
4090,4,Home Theater System 7.1 Channel M710 Silver,Preparação de Máquina,07.06.2021 13:24:05,07.06.2021 14:09:20,250,0
4145,7,MechWarrior 4: Mercenaries E117,,16.06.2021 16:16:27,16.06.2021 16:22:15,0,0
4145,4,MechWarrior 4: Mercenaries E117,,11.06.2021 15:37:52,11.06.2021 15:40:05,0,0
4145,7,MechWarrior 4: Mercenaries E117,,14.06.2021 08:10:27,14.06.2021 08:33:37,273,0
4146,8,Train Simulator 2009 E174,,16.06.2021 09:47:39,16.06.2021 10:17:58,0,0
4146,2,Train Simulator 2009 E174,,10.06.2021 12:10:56,10.06.2021 12:16:35,0,0
4138,5,2GB Spy Video Recorder Pen M300 White,,12.06.2021 14:03:41,12.06.2021 14:18:51,383,0
4146,10,Train Simulator 2009 E174,,16.06.2021 17:35:39,16.06.2021 18:16:33,14,0
4140,3,Home Theater System 5.1 Channel M515 Brown,Falha Operador,16.06.2021 12:49:06,16.06.2021 14:00:00,146,0
