Data da Compra,Produto,PrecoOriginal,PrecoPago,Fornecedor,Qtd. Comprada,TotalOriginal,TotalPago,CodCliente,Região Destino
10.7.2020,Projetor,126.9,86.29,Southridge Video,1.0,126.9,86.29,6.0,Brasil - RJ
10.7.2020,Monitor,126.9,90.1,Southridge Video,1.0,126.9,90.1,8.0,Brasil - ES
10.7.2020,projetor,126.9,77.40999999999998,Southridge Video,4.0,507.6,309.64,10.0,Brasil - SP
10.7.2020,Alto Falante,179.0,179.0,Wide World Importers,1.0,179.0,179.0,4.0,Brasil - SP
10.7.2020,Alto Falante,179.0,179.0,Wide World Importers,1.0,179.0,179.0,7.0,Brasil - RJ
10.7.2020,Alto Falante,179.0,179.0,Wide World Importers,1.0,179.0,179.0,4.0,Brasil - RJ
10.7.2020,Geladeira,299.9,299.9,Litware ,1.0,299.9,299.9,5.0,Brasil - ES
11.7.2020,Lâmpada,595.0,595.0,Contoso,3.0,1785.0,1785.0,6.0,Brasil - SP
11.7.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,6.0,Brasil - SP
11.7.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,8.0,Brasil - SP
11.7.2020,Ar Condicionado,25.0,25.0,Contoso,4.0,100.0,100.0,6.0,Brasil - RJ
11.7.2020,Gravador,4.99,4.99,Uno Toys,1.0,4.99,4.99,3.0,Brasil - SP
11.7.2020,Geladeira,399.0,399.0,CONTOSO,5.0,1995.0,1995.0,9.0,Brasil - BA
11.7.2020,Microondas,399.0,399.0,Contoso,1.0,399.0,399.0,7.0,Brasil - SP
11.7.2020,Microondas,299.0,299.0,Contoso,2.0,598.0,598.0,7.0,Brasil - ES
11.7.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,5.0,Brasil - ES
11.7.2020,Gravador,8.88,8.17,Southridge Video,1.0,8.88,8.17,5.0,Brasil - RJ
11.7.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,8.0,Brasil - RJ
11.7.2020,Gravador,8.88,7.639999999999999,Southridge Video,1.0,8.88,7.639999999999999,6.0,Brasil - MA
11.7.2020,Gravador,8.88,8.17,Southridge Video,1.0,8.88,8.17,7.0,Brasil - SP
11.7.2020,Rádio,8.88,8.79,Southridge Video,1.0,8.88,8.79,2.0,Brasil - RJ
11.7.2020,Lâmpada,595.0,595.0,Contoso,5.0,2975.0,2975.0,3.0,Brasil - SP
11.7.2020,Ar Condicionado,595.0,428.4,Contoso,4.0,2380.0,1713.6,3.0,Brasil - SP
11.7.2020,Gravador,16.99,10.87,Southridge Video,1.0,16.99,10.87,6.0,Brasil - RJ
11.7.2020,Gravador,16.99,15.12,Southridge Video,1.0,16.99,15.12,5.0,Brasil - RJ
11.7.2020,Rádio,4.98,4.98,Southridge Video,5.0,24.9,24.9,5.0,Brasil - SP
11.7.2020,Rádio,4.98,4.98,Southridge Video,1.0,4.98,4.98,7.0,Brasil - SP
11.7.2020,Gravador,4.98,4.98,Southridge Video,1.0,4.98,4.98,1.0,Brasil - SP
11.7.2020,Gravador,4.98,4.98,Southridge Video,2.0,9.96,9.96,4.0,Brasil - SP
11.7.2020,Aparelho de Som,43.0,43.0,Uno Toys,5.0,215.0,215.0,4.0,Brasil - ES
11.7.2020,Desktop,445.0,315.95,Contoso,1.0,445.0,315.95,5.0,Brasil - SP
11.7.2020,Ventilador,77.68,60.59,Uno Toys,4.0,310.72,242.36,6.0,Brasil - SP
11.7.2020,MONITOR,126.9,82.48999999999998,Southridge Video,1.0,126.9,82.48999999999998,,Brasil - RJ
11.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
11.7.2020,Monitor,126.9,114.21,Southridge Video,5.0,634.5,571.05,1.0,Brasil - RJ
11.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
11.7.2020,Alto Falante,179.0,179.0,Proseware,4.0,716.0,716.0,8.0,Brasil - RJ
11.7.2020,Fone de Ouvido Bluetooth,179.0,148.57,Proseware,1.0,179.0,148.57,8.0,Brasil - SP
11.7.2020,Geladeira,299.0,299.0,Litware ,1.0,299.0,299.0,5.0,Brasil - SP
11.7.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,7.0,Brasil - SP
11.7.2020,Alto Falante,179.0,179.0,Proseware,1.0,179.0,179.0,9.0,Brasil - SP
12.7.2020,Rádio,4.98,4.98,Southridge Video,1.0,4.98,4.98,3.0,Brasil - ES
12.7.2020,rádio,6.99,4.33,Southridge Video,1.0,6.99,4.33,8.0,Brasil - SP
12.7.2020,Geladeira,399.0,259.35,Southridge Video,1.0,399.0,259.35,8.0,Brasil - ES
12.7.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,4.0,Brasil - MA
12.7.2020,Rádio,6.99,6.99,Uno Toys,1.0,6.99,6.99,4.0,Brasil - MA
12.7.2020,Rádio,16.99,12.74,Southridge Video,1.0,16.99,12.74,10.0,Brasil - SP
12.7.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - ES
12.7.2020,Ar Condicionado,595.0,595.0,Contoso,4.0,2380.0,2380.0,3.0,Brasil - SP
12.7.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,3.0,Brasil - RJ
12.7.2020,CD Música,508.0,421.64,Contoso,1.0,508.0,421.64,9.0,Brasil - BA
12.7.2020,Microondas,299.0,299.0,Contoso,3.0,897.0,897.0,4.0,Brasil - SP
12.7.2020,Microondas,429.0,377.52,Contoso,1.0,429.0,377.52,7.0,Brasil - SP
12.7.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,1.0,Brasil - SP
12.7.2020,Rádio,4.98,4.43,Southridge Video,5.0,24.9,22.15,3.0,Brasil - SP
12.7.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,1.0,Brasil - SP
12.7.2020,Lâmpada,25.0,25.0,Contoso,4.0,100.0,100.0,4.0,Brasil - RJ
12.7.2020,Monitor,126.9,93.91,Southridge Video,3.0,380.7,281.73,4.0,Brasil - RJ
12.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - ES
12.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - SP
12.7.2020,Projetor,126.9,104.06,Southridge Video,1.0,126.9,104.06,1.0,Brasil - BA
12.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - SP
12.7.2020,MONITOR,126.9,126.9,SOUTHRIDGE VIDEO,,126.9,126.9,4.0,Brasil - SP
12.7.2020,Projetor,126.9,121.82,Southridge Video,1.0,126.9,121.82,7.0,Brasil - SP
12.7.2020,Geladeira,569.0,569.0,Litware,1.0,569.0,569.0,3.0,Brasil - SP
12.7.2020,Geladeira,569.0,466.58,Litware,1.0,569.0,466.58,9.0,Brasil - RJ
12.7.2020,Telefone para Casa & Escritório,326.0,326.0,Proseware,1.0,326.0,326.0,5.0,Brasil - SP
13.7.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,10.0,Brasil - RJ
13.7.2020,Câmera e Filmadora,299.23,299.23,Southridge Video,1.0,299.23,299.23,1.0,Brasil - ES
13.7.2020,Ventilador,109.0,87.2,Uno Toys,1.0,109.0,87.2,2.0,Brasil - RJ
13.7.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,6.0,Brasil - SP
13.7.2020,Rádio,5.39,5.39,Southridge Video,5.0,26.95,26.95,10.0,Brasil - RJ
13.7.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - SP
13.7.2020,Sistema Audivisual para Carro,199.95,125.97,Wide World Importers,1.0,199.95,125.97,8.0,Brasil - SP
13.7.2020,Aparelho de Som,43.0,43.0,Uno Toys,5.0,215.0,215.0,7.0,Brasil - SP
13.7.2020,Aparelho de Som,109.0,109.0,Uno Toys,2.0,218.0,218.0,8.0,Brasil - SP
13.7.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,10.0,Brasil - RJ
13.7.2020,Lâmpada,595.0,553.35,Contoso,1.0,595.0,553.35,7.0,Brasil - RJ
13.7.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,2.0,Brasil - ES
13.7.2020,Monitor,126.9,119.29,Southridge Video,4.0,507.6,477.16,9.0,Brasil - RJ
13.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - RJ
13.7.2020,Monitor,126.9,87.56,Southridge Video,3.0,380.7,262.68,6.0,Brasil - SP
,projetor,126.9,126.9,Southridge Video,3.0,380.7,380.7,2.0,Brasil - ES
13.7.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,1.0,Brasil - SP
13.7.2020,Acessório para Câmera,326.0,326.0,Proseware,1.0,326.0,326.0,6.0,Brasil - RJ
13.7.2020,Acessório para Câmera,326.0,251.02,Proseware,1.0,326.0,251.02,7.0,Brasil - RJ
13.7.2020,Acessório para Câmera,326.0,326.0,Proseware,1.0,326.0,326.0,5.0,Brasil - RJ
13.7.2020,Acessório para Câmera,326.0,309.7,Proseware,1.0,326.0,309.7,5.0,Brasil - RJ
14.7.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,1.0,Brasil - BA
14.7.2020,Gravador,8.88,8.88,Southridge Video,1.0,8.88,8.88,2.0,Brasil - ES
14.7.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,8.0,Brasil - SP
14.7.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,3.0,Brasil - RJ
14.7.2020,RÁDIO,16.89,16.89,Uno Toys,1.0,16.89,16.89,2.0,Brasil - SP
14.7.2020,Rádio,16.99,16.99,Southridge Video,4.0,67.96,67.96,6.0,Brasil - RJ
14.7.2020,Gravador,16.99,12.06,Southridge Video,1.0,16.99,12.06,9.0,Brasil - BA
14.7.2020,Geladeira,569.0,403.99,Litware,2.0,1138.0,807.98,6.0,Brasil - SP
14.7.2020,Aparelho de Som,43.0,43.0,Uno Toys,5.0,215.0,215.0,4.0,Brasil - ES
14.7.2020,Ventilador,32.0,32.0,Uno Toys,1.0,32.0,32.0,6.0,Brasil - ES
14.7.2020,Aparelho de Som,72.45,72.45,Uno Toys,1.0,72.45,72.45,7.0,Brasil - BA
14.7.2020,Ventilador,99.75,99.75,Uno Toys,1.0,99.75,99.75,1.0,Brasil - RJ
14.7.2020,Gravador,16.89,12.84,Uno Toys,1.0,16.89,12.84,4.0,Brasil - ES
14.7.2020,Gravador,4.99,4.99,Uno Toys,1.0,4.99,4.99,7.0,Brasil - RJ
14.7.2020,Ar Condicionado,25.0,25.0,Contoso,5.0,125.0,125.0,,Brasil - ES
14.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - RJ
14.7.2020,Projetor,126.9,126.9,Southridge Video,3.0,380.7,380.7,10.0,Brasil - SP
14.7.2020,Projetor,126.9,83.75,Southridge Video,1.0,126.9,83.75,3.0,Brasil - RJ
14.7.2020,Monitor,126.9,85.01999999999998,Southridge Video,1.0,126.9,85.01999999999998,4.0,Brasil - RJ
14.7.2020,Projetor,126.9,90.1,Southridge Video,3.0,380.7,270.3,4.0,Brasil - SP
14.7.2020,Projetor,126.9,120.56,Southridge Video,1.0,126.9,120.56,5.0,Brasil - RJ
14.7.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,2.0,Brasil - SP
14.7.2020,Microondas,569.0,569.0,Litware,3.0,1707.0,1707.0,5.0,Brasil - ES
14.7.2020,Geladeira,569.0,569.0,Litware,2.0,1138.0,1138.0,5.0,Brasil - SP
14.7.2020,Microondas,569.0,569.0,LITWARE,3.0,1707.0,1707.0,2.0,Brasil - ES
14.7.2020,Geladeira,689.0,626.99,Litware ,1.0,689.0,626.99,5.0,Brasil - SP
15.7.2020,Aparelho de Som,26.0,26.0,Uno Toys,1.0,26.0,26.0,6.0,Brasil - ES
15.7.2020,Ar Condicionado,595.0,595.0,Contoso,3.0,1785.0,1785.0,8.0,Brasil - RJ
15.7.2020,Rádio,4.98,4.03,Southridge Video,2.0,9.96,8.06,2.0,Brasil - SP
15.7.2020,Gravador,6.99,6.08,Uno Toys,1.0,6.99,6.08,2.0,Brasil - SP
15.7.2020,Gravador,6.99,6.99,Uno Toys,5.0,34.95,34.95,10.0,Brasil - RJ
15.7.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,5.0,Brasil - RJ
15.7.2020,Ar Condicionado,595.0,595.0,Contoso,2.0,1190.0,1190.0,10.0,Brasil - ES
15.7.2020,Ar Condicionado,595.0,404.6,Contoso,5.0,2975.0,2023.0,9.0,Brasil - RJ
15.7.2020,lâmpada,25.0,25.0,Contoso,3.0,75.0,75.0,7.0,Brasil - RJ
15.7.2020,Rádio,4.98,4.98,Southridge Video,1.0,4.98,4.98,7.0,Brasil - MA
15.7.2020,Rádio,4.98,4.98,Southridge Video,3.0,14.94,14.94,2.0,Brasil - SP
15.7.2020,Ventilador,70.13,42.08,Uno Toys,1.0,70.13,42.08,1.0,Brasil - MA
15.7.2020,Geladeira,199.0,199.0,Contoso,5.0,995.0,995.0,7.0,Brasil - SP
15.7.2020,Ventilador,56.0,56.0,Uno Toys,4.0,224.0,224.0,10.0,Brasil - SP
15.7.2020,Ventilador,43.0,43.0,Uno Toys,1.0,43.0,43.0,3.0,Brasil - BA
15.7.2020,Gravador,5.39,5.39,Southridge Video,1.0,5.39,5.39,5.0,Brasil - ES
15.7.2020,Gravador,8.88,8.88,Southridge Video,2.0,17.76,17.76,5.0,Brasil - SP
15.7.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,6.0,Brasil - MA
15.7.2020,Lâmpada,595.0,541.45,Contoso,1.0,595.0,541.45,4.0,Brasil - SP
15.7.2020,Monitor,126.9,93.91,Southridge Video,4.0,507.6,375.64,8.0,Brasil - SP
15.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - ES
15.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
15.7.2020,Tablet,228.0,221.16,Proseware,1.0,228.0,221.16,8.0,Brasil - SP
15.7.2020,Sistema Audivisual para Carro,199.95,143.96,Wide World Importers,1.0,199.95,143.96,10.0,Brasil - SP
15.7.2020,Smartphone,228.0,228.0,Proseware,4.0,912.0,912.0,5.0,Brasil - RJ
15.7.2020,Tablet,228.0,150.48,Proseware,1.0,228.0,150.48,3.0,Brasil - SP
15.7.2020,Smartphone,228.0,228.0,Proseware,1.0,228.0,228.0,3.0,Brasil - SP
16.7.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - ES
16.7.2020,Ar Condicionado,595.0,434.35,Contoso,1.0,595.0,434.35,7.0,Brasil - ES
16.7.2020,Ar Condicionado,595.0,535.5,Contoso,3.0,1785.0,1606.5,4.0,Brasil - RJ
16.7.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,9.0,Brasil - SP
16.7.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,10.0,Brasil - SP
16.7.2020,Lâmpada,25.0,25.0,Contoso,5.0,125.0,125.0,6.0,Brasil - ES
16.7.2020,Gravador,6.99,5.66,Southridge Video,2.0,13.98,11.32,9.0,Brasil - SP
16.7.2020,Rádio,6.99,4.4,Southridge Video,1.0,6.99,4.4,10.0,Brasil - RJ
16.7.2020,Aparelho de Som,70.13,46.29,Uno Toys,1.0,70.13,46.29,1.0,Brasil - ES
16.7.2020,Microondas,329.0,329.0,Contoso,1.0,329.0,329.0,8.0,Brasil - RJ
16.7.2020,Geladeira,409.0,265.85,Contoso,5.0,2045.0,1329.25,8.0,Brasil - SP
16.7.2020,ACESSÓRIOS PARA TELEFONE & TABLET,508.0,477.52,Contoso,1.0,508.0,477.52,2.0,Brasil - SP
16.7.2020,Rádio,8.88,6.22,Southridge Video,1.0,8.88,6.22,4.0,Brasil - SP
16.7.2020,Projetor,126.9,126.9,Southridge Video,3.0,380.7,380.7,3.0,Brasil - SP
16.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - RJ
16.7.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,4.0,Brasil - SP
16.7.2020,Projetor,126.9,126.9,Southridge Video,,253.8,253.8,9.0,Brasil - RJ
16.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
16.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
16.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - SP
17.7.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,5.0,Brasil - RJ
17.7.2020,aparelho de som,34.0,34.0,UNO TOYS,2.0,68.0,68.0,3.0,Brasil - ES
17.7.2020,Ar Condicionado,595.0,362.95,Contoso,1.0,595.0,362.95,2.0,Brasil - RJ
17.7.2020,Ar Condicionado,595.0,595.0,Contoso,3.0,1785.0,1785.0,3.0,Brasil - SP
17.7.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,9.0,Brasil - SP
17.7.2020,Aparelho de Som,109.0,86.11,Uno Toys,1.0,109.0,86.11,4.0,Brasil - RJ
17.7.2020,Microondas,429.0,429.0,Contoso,3.0,1287.0,1287.0,8.0,Brasil - SP
17.7.2020,Geladeira,429.0,368.94,Contoso,2.0,858.0,737.88,9.0,Brasil - SP
17.7.2020,Aparelho de Som,70.13,65.22,Uno Toys,1.0,70.13,65.22,6.0,Brasil - SP
17.7.2020,Microondas,689.0,689.0,Litware ,1.0,689.0,689.0,8.0,Brasil - SP
17.7.2020,Fone de Ouvido Bluetooth,179.0,179.0,Wide World Importers,1.0,179.0,179.0,9.0,Brasil - SP
17.7.2020,Microondas,889.0,889.0,Contoso,5.0,4445.0,4445.0,,Brasil - ES
17.7.2020,Ventilador,109.0,109.0,Uno Toys,1.0,109.0,109.0,2.0,Brasil - BA
17.7.2020,Ventilador,109.0,109.0,Uno Toys,1.0,109.0,109.0,8.0,Brasil - SP
17.7.2020,Lâmpada,25.0,24.0,Contoso,1.0,25.0,24.0,10.0,Brasil - SP
17.7.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,9.0,Brasil - SP
17.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - SP
17.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
17.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - MA
17.7.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,8.0,Brasil - ES
17.7.2020,Monitor,126.9,85.01999999999998,Southridge Video,1.0,126.9,85.01999999999998,10.0,Brasil - BA
17.7.2020,PROJETOR,126.9,126.9,Southridge Video,2.0,253.8,253.8,9.0,Brasil - SP
17.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - ES
17.7.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,6.0,Brasil - ES
17.7.2020,Fone de Ouvido Bluetooth,179.0,109.19,Proseware,5.0,895.0,545.95,5.0,Brasil - SP
17.7.2020,Geladeira,299.9,299.9,Litware ,4.0,1199.6,1199.6,1.0,Brasil - SP
17.7.2020,Sistema Audivisual para Carro,199.95,145.96,Wide World Importers,1.0,199.95,145.96,5.0,Brasil - ES
17.7.2020,Geladeira,689.0,675.22,Litware ,2.0,1378.0,1350.44,1.0,Brasil - RJ
17.7.2020,Alto Falante,179.0,141.41,Proseware,5.0,895.0,707.05,3.0,Brasil - SP
18.7.2020,Rádio,6.99,6.99,Southridge Video,5.0,34.95,34.95,4.0,Brasil - SP
18.7.2020,Geladeira,299.0,299.0,Litware ,4.0,1196.0,1196.0,5.0,Brasil - SP
18.7.2020,Aparelho de Som,56.0,56.0,Uno Toys,1.0,56.0,56.0,2.0,Brasil - SP
18.7.2020,Rádio,16.99,16.99,Southridge Video,1.0,16.99,16.99,4.0,Brasil - RJ
18.7.2020,Rádio,8.99,6.92,Uno Toys,1.0,8.99,6.92,6.0,Brasil - SP
18.7.2020,Gravador,8.99,8.99,Uno Toys,1.0,8.99,8.99,1.0,Brasil - SP
18.7.2020,Rádio,5.39,5.39,Southridge Video,1.0,5.39,5.39,9.0,Brasil - SP
18.7.2020,Rádio,5.39,5.39,Southridge Video,3.0,16.17,16.17,6.0,Brasil - SP
18.7.2020,Rádio,5.39,3.77,Southridge Video,1.0,5.39,3.77,5.0,Brasil - SP
18.7.2020,Lâmpada,595.0,595.0,Southridge Video,1.0,595.0,595.0,8.0,Brasil - SP
18.7.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,2.0,Brasil - SP
18.7.2020,Aparelho de Som,89.0,89.0,Uno Toys,1.0,89.0,89.0,4.0,Brasil - SP
18.7.2020,geladeira,480.0,480.0,Contoso,1.0,480.0,480.0,6.0,Brasil - RJ
18.7.2020,Geladeira,480.0,480.0,Contoso,5.0,2400.0,2400.0,7.0,Brasil - SP
18.7.2020,Aparelho de Som,32.0,21.76,Uno Toys,5.0,160.0,108.8,5.0,Brasil - RJ
18.7.2020,Ventilador,109.0,109.0,Uno Toys,2.0,218.0,218.0,6.0,Brasil - SP
18.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - BA
18.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
18.7.2020,Projetor,126.9,92.64,Southridge Video,1.0,126.9,92.64,4.0,Brasil - ES
18.7.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,2.0,Brasil - SP
18.7.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,2.0,Brasil - SP
18.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - RJ
,PROJETOR,126.9,126.9,SOUTHRIDGE VIDEO,1.0,126.9,126.9,5.0,Brasil - SP
18.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - SP
18.7.2020,Projetor,126.9,123.09,Southridge Video,4.0,507.6,492.36,4.0,Brasil - SP
18.7.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - SP
18.7.2020,Monitor,126.9,125.63,Southridge Video,1.0,126.9,125.63,7.0,Brasil - SP
18.7.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - SP
18.7.2020,Geladeira,569.0,569.0,Litware,5.0,2845.0,2845.0,3.0,Brasil - MA
18.7.2020,Microondas,299.0,263.12,Litware ,2.0,598.0,526.24,3.0,Brasil - SP
18.7.2020,Microondas,299.0,299.0,Litware ,1.0,299.0,299.0,3.0,Brasil - SP
19.7.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,1.0,Brasil - SP
19.7.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,1.0,Brasil - SP
19.7.2020,Rádio,4.98,4.98,Southridge Video,4.0,19.92,19.92,6.0,Brasil - SP
19.7.2020,Sistema Audivisual para Carro,199.95,199.95,Wide World Importers,1.0,199.95,199.95,10.0,Brasil - ES
19.7.2020,Sistema Audivisual para Carro,199.95,199.95,Wide World Importers,5.0,999.75,999.75,9.0,Brasil - BA
19.7.2020,Ventilador,99.75,96.76,Uno Toys,4.0,399.0,387.04,6.0,Brasil - RJ
19.7.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,2.0,Brasil - MA
19.7.2020,Lâmpada,595.0,595.0,Contoso,2.0,1190.0,1190.0,9.0,Brasil - ES
19.7.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,6.0,Brasil - ES
19.7.2020,Rádio,16.89,10.64,Uno Toys,3.0,50.67,31.92,2.0,Brasil - SP
19.7.2020,Rádio,16.89,16.89,Uno Toys,1.0,16.89,16.89,9.0,Brasil - RJ
19.7.2020,Ventilador,73.39,73.39,Uno Toys,4.0,293.56,293.56,9.0,Brasil - BA
19.7.2020,Ventilador,73.39,73.39,Uno Toys,4.0,293.56,293.56,3.0,Brasil - BA
19.7.2020,Ventilador,43.0,43.0,Uno Toys,5.0,215.0,215.0,4.0,Brasil - SP
19.7.2020,Monitor,126.9,116.75,Southridge Video,1.0,126.9,116.75,4.0,Brasil - ES
19.7.2020,Monitor,126.9,120.56,Southridge Video,1.0,126.9,120.56,3.0,Brasil - SP
19.7.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,7.0,Brasil - SP
19.7.2020,Projetor,126.9,119.29,Southridge Video,2.0,253.8,238.58,6.0,Brasil - SP
19.7.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,3.0,537.0,537.0,10.0,Brasil - ES
19.7.2020,Acessório para Câmera,326.0,326.0,Proseware,1.0,326.0,326.0,3.0,Brasil - RJ
19.7.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,6.0,Brasil - RJ
19.7.2020,telefone para casa & escritório,326.0,326.0,Proseware,5.0,1630.0,1630.0,,Brasil - ES
19.7.2020,Alto Falante,179.0,132.46,Proseware,3.0,537.0,397.38,4.0,Brasil - ES
19.7.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,10.0,Brasil - RJ
19.7.2020,Acessório para Câmera,326.0,326.0,Proseware,5.0,1630.0,1630.0,2.0,Brasil - ES
19.7.2020,Alto Falante,179.0,152.15,Proseware,1.0,179.0,152.15,8.0,Brasil - ES
19.7.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,10.0,Brasil - SP
19.7.2020,Geladeira,569.0,569.0,Litware,2.0,1138.0,1138.0,7.0,Brasil - RJ
19.7.2020,Geladeira,569.0,569.0,Litware,1.0,569.0,569.0,10.0,Brasil - SP
19.7.2020,Acessório para Câmera,326.0,326.0,Proseware,1.0,326.0,326.0,9.0,Brasil - SP
20.7.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,4.0,Brasil - SP
20.7.2020,Acessórios de TV e Áudio,199.95,199.95,Wide World Importers,,199.95,199.95,7.0,Brasil - RJ
20.7.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,4.0,Brasil - SP
20.7.2020,Ventilador,32.0,32.0,Uno Toys,3.0,96.0,96.0,10.0,Brasil - RJ
20.7.2020,Aparelho de Som,64.9,64.9,Uno Toys,5.0,324.5,324.5,3.0,Brasil - BA
20.7.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,8.0,Brasil - ES
20.7.2020,Rádio,16.89,16.89,Uno Toys,3.0,50.67,50.67,4.0,Brasil - SP
20.7.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,9.0,Brasil - SP
20.7.2020,Monitor,109.0,109.0,Southridge Video,5.0,545.0,545.0,10.0,Brasil - ES
20.7.2020,Monitor,109.0,92.65,Southridge Video,1.0,109.0,92.65,4.0,Brasil - BA
20.7.2020,Aparelho de Som,43.0,43.0,Uno Toys,1.0,43.0,43.0,9.0,Brasil - RJ
20.7.2020,Rádio,6.99,6.99,SOUTHRIDGE VIDEO,5.0,34.95,34.95,4.0,Brasil - RJ
20.7.2020,Rádio,4.98,4.98,Southridge Video,5.0,24.9,24.9,4.0,Brasil - SP
20.7.2020,Gravador,4.98,4.98,Southridge Video,1.0,4.98,4.98,5.0,Brasil - SP
